model,false_positive_rate,true_positive_rate,threshold
MLP,0.19142926597751977,0.5795365328605799,0.25410687923431396
MLP,0.19208908747844003,0.5804356084589084,0.2528206706047058
MLP,0.19288781876902775,0.5813093579840446,0.25159746408462524
MLP,0.19373285332283793,0.5821704444725845,0.2503957450389862
MLP,0.19431164411311888,0.582917563631759,0.24940474331378937
MLP,0.19509879958790097,0.5839052804862606,0.24804657697677612
MLP,0.19571231782559875,0.5847663669748006,0.2468779981136322
MLP,0.19638371514232467,0.5856147904267444,0.2457561194896698
MLP,0.1971477189854955,0.5863998986957072,0.24449029564857483
MLP,0.1978769953812495,0.5874509307331898,0.2432522475719452
MLP,0.19852524106636416,0.5883626693681144,0.24205930531024933
MLP,0.1994165788833968,0.5890844624540965,0.24080196022987366
MLP,0.20023846180559574,0.590059516272002,0.23938025534152985
MLP,0.20086355585909918,0.5908826136507535,0.23846909403800964
MLP,0.20158125643904753,0.5916550588831202,0.2374611645936966
MLP,0.20235683609802402,0.592503482335064,0.23633942008018494
MLP,0.203086112493778,0.5931746232746613,0.23536023497581482
MLP,0.20389641960017132,0.5939344054704319,0.2341776043176651
MLP,0.20453308946948037,0.594960111434722,0.23310941457748413
MLP,0.20545915473392987,0.5958971761428391,0.2317623794078827
MLP,0.20600321807679398,0.5965936431556287,0.23084180057048798
MLP,0.20683667681479853,0.5974294035709763,0.22965972125530243
MLP,0.2074964983157188,0.5984044573888818,0.22856007516384125
MLP,0.20846886684339078,0.5992655438774218,0.22731122374534607
MLP,0.20941808373945153,0.5999366848170191,0.22616790235042572
MLP,0.21013578431939992,0.6007217930859821,0.22510330379009247
MLP,0.21095766724159884,0.6014309231353678,0.22409595549106598
MLP,0.21179112597960342,0.6021273901481575,0.22316762804985046
MLP,0.21254355400696864,0.6027985310877548,0.2222464382648468
MLP,0.21341174019239006,0.6037229327592757,0.22099407017230988
MLP,0.214233623114589,0.6045966822844118,0.21967799961566925
MLP,0.21485871716809243,0.6054451057363556,0.21869586408138275
MLP,0.21555326611642955,0.6062555400785108,0.21774379909038544
MLP,0.2165024830124903,0.6069393440547043,0.2165289968252182
MLP,0.2173590933821061,0.6076484741040902,0.21554020047187805
MLP,0.21801891488302638,0.6085602127390148,0.21450431644916534
MLP,0.21906073830553208,0.6093833101177663,0.21312637627124786
MLP,0.21977843888548046,0.6101684183867291,0.21212759613990784
MLP,0.22050771528123445,0.6110801570216537,0.21102936565876007
MLP,0.22131802238762777,0.6117512979612512,0.21003080904483795
MLP,0.2221862085730492,0.6126377105229834,0.2088543027639389
MLP,0.2228691817055807,0.6133088514625807,0.20781300961971283
MLP,0.22364476136455716,0.6140812966949475,0.20687665045261383
MLP,0.22423512797064374,0.6149170571102951,0.20601055026054382
MLP,0.22509173834025953,0.6156515132328733,0.20499122142791748
MLP,0.22577471147279105,0.6165252627580093,0.2038956731557846
MLP,0.22659659439499,0.6173103710269723,0.20288178324699402
MLP,0.22732587079074398,0.6181587944789161,0.20192167162895203
MLP,0.2280204197390811,0.6190831961504368,0.20090460777282715
MLP,0.22876127195064072,0.6197923261998227,0.20003873109817505
MLP,0.22953685160961718,0.6206407496517665,0.1990392506122589
MLP,0.23038188616342736,0.6213752057743447,0.1979888528585434
MLP,0.23108801092757011,0.6222362922628847,0.1969681829214096
MLP,0.2318635905865466,0.6230593896416361,0.19594816863536835
MLP,0.23270862514035676,0.6237685196910219,0.19497883319854736
MLP,0.23335687082547144,0.6246549322527543,0.19405001401901245
MLP,0.23403984395800295,0.62536406230214,0.19310423731803894
MLP,0.23482699943278504,0.6262378118272762,0.1922125667333603
MLP,0.23557942746015026,0.627162213498797,0.19119775295257568
MLP,0.23632027967170988,0.6281879194630873,0.19015105068683624
MLP,0.23717689004132567,0.6288337343294922,0.18913060426712036
MLP,0.23789459062127402,0.6296441686716474,0.1881810873746872
MLP,0.2386817460960561,0.6303406356844371,0.1872270256280899
MLP,0.23942259830761572,0.6310624287704192,0.1861700564622879
MLP,0.2401402988875641,0.6319488413321515,0.18522273004055023
MLP,0.2408695752833181,0.6327212865645182,0.1841977834701538
MLP,0.24159885167907208,0.6334557426870964,0.18346069753170013
MLP,0.2423975829696598,0.6345700899075598,0.18241168558597565
MLP,0.24305740447058005,0.6353172090667342,0.1817227154970169
MLP,0.24378668086633407,0.6361023173356971,0.18081559240818024
MLP,0.24445807818305995,0.6369000886412561,0.17992468178272247
MLP,0.24499056571011843,0.6378118272761808,0.17914877831935883
MLP,0.24596293423779042,0.6386222616183361,0.17794080078601837
MLP,0.24692372694965678,0.6395086741800684,0.1769542694091797
MLP,0.2476182758979939,0.6402304672660504,0.17611871659755707
MLP,0.24827809739891418,0.641066227681398,0.17533628642559052
MLP,0.24919258684755807,0.6418386729137647,0.17430858314037323
MLP,0.24988713579589522,0.6425478029631506,0.1735450029373169
MLP,0.2505469572968155,0.6432569330125364,0.1727556735277176
MLP,0.2514151434822369,0.6439913891351146,0.1718885898590088
MLP,0.25221387477282464,0.6447258452576928,0.1711023449897766
MLP,0.25294315116857863,0.6454223122704824,0.17028309404850006
MLP,0.2536840033801382,0.6461694314296569,0.16934436559677124
MLP,0.2543669765126697,0.6469798657718121,0.168527290225029
MLP,0.2551657078032574,0.6478789413701406,0.16744306683540344
MLP,0.2558139534883721,0.6485374192731417,0.16684485971927643
MLP,0.25645062335768115,0.6492212232493352,0.16619308292865753
MLP,0.25700626251635084,0.6501202988476636,0.165326327085495
MLP,0.2577818421753273,0.6509433962264151,0.164448082447052
MLP,0.25853427020269254,0.6516651893123971,0.16363392770290375
MLP,0.25924039496683526,0.6523869823983791,0.1629340797662735
MLP,0.2601317327838679,0.653096112447765,0.1620548516511917
MLP,0.26090731244284443,0.654109155375459,0.16121555864810944
MLP,0.26161343720698715,0.6549955679371914,0.1604989916086197
MLP,0.2623658652343524,0.6557046979865772,0.15980853140354156
MLP,0.26306041418268955,0.6566037735849056,0.159083291888237
MLP,0.2638591454732772,0.6574015448904648,0.15826691687107086
MLP,0.2646347251322537,0.6580473597568697,0.15756165981292725
MLP,0.26553763876509195,0.6587058376598708,0.1569177359342575
MLP,0.26626691516084594,0.6594782828922375,0.15622787177562714
MLP,0.267146677162073,0.660162086868431,0.15543459355831146
MLP,0.26779492284718764,0.6610358363935672,0.15474188327789307
MLP,0.26845474434810795,0.6617576294795492,0.15414029359817505
MLP,0.26914929329644505,0.6625047486387236,0.15350179374217987
MLP,0.2697396599025316,0.6632012156515132,0.15294542908668518
MLP,0.2704689362982856,0.6639483348106876,0.1521850973367691
MLP,0.2713139708520958,0.6645688236039002,0.1515878289937973
MLP,0.27200851980043295,0.6653159427630746,0.15088671445846558
MLP,0.2727030687487701,0.6662909965809801,0.15017229318618774
MLP,0.27344392096032966,0.666936811447385,0.14963841438293457
MLP,0.2744162894880017,0.6677852348993288,0.14872616529464722
