model,recall,precision,threshold
MLP,0.7625013322481566,0.7319221361408469,0.10802233964204788
MLP,0.7615776401928772,0.7322386215077337,0.10857462137937546
MLP,0.7607088529101145,0.7326067482830696,0.10909605026245117
MLP,0.7598982000923692,0.7330321676143002,0.10962481051683426
MLP,0.7590229534246045,0.7333988672002996,0.11012712866067886
MLP,0.7581509364493406,0.7337584396099025,0.11064773797988892
MLP,0.7572433928565662,0.7340985444082294,0.11119771748781204
MLP,0.7563390789562926,0.7344314015737166,0.11169267445802689
MLP,0.7554993589060386,0.7348304935665461,0.11222158372402191
MLP,0.7545724371582582,0.735141326134086,0.11275943368673325
MLP,0.7536584341804817,0.7354773844005786,0.11331093311309814
MLP,0.7528251735152296,0.7358911703793504,0.11390011012554169
MLP,0.75193377838496,0.7362540754725334,0.11443610489368439
MLP,0.7511037474122089,0.7366713864418913,0.11496257781982422
MLP,0.7502188116669412,0.7370384942442665,0.11552681028842926
MLP,0.7493403353066754,0.7374131930649801,0.1160530373454094
MLP,0.7484101838663941,0.7377429131752541,0.1166076809167862
MLP,0.7475155590436234,0.7381158911885703,0.11720777302980423
MLP,0.7466273936058548,0.7384800171222484,0.11776500940322876
MLP,0.7457456875530881,0.7388517707893356,0.11829140782356262
MLP,0.7447993876503018,0.7391583063559729,0.1188642829656601
MLP,0.7439144519050341,0.7395197565071099,0.11948854476213455
MLP,0.7429875301572537,0.7398501318582363,0.12009545415639877
MLP,0.7420509193319704,0.7401767334276169,0.12065767496824265
MLP,0.7411821320492076,0.7405722178119413,0.12125861644744873
MLP,0.7403165744589457,0.7409674968886878,0.12186071276664734
MLP,0.7394058011736703,0.7413379962437666,0.1224566251039505
MLP,0.7384853388108918,0.7416976443951396,0.12302589416503906
MLP,0.7376068624506261,0.7420863145718389,0.12359374761581421
MLP,0.7367025485503526,0.7424526981502397,0.12419713288545609
MLP,0.7358079237275819,0.7428228612044877,0.12481541186571121
MLP,0.7348680832097976,0.743158279796063,0.12547901272773743
MLP,0.733970228694526,0.7435373949346132,0.12609975039958954
MLP,0.7330788335642563,0.7439121913489207,0.1266867071390152
MLP,0.7321680602789808,0.7442636944138938,0.12725766003131866
MLP,0.7312702057637093,0.7446418059177747,0.12790162861347198
MLP,0.7303529730934317,0.7449941029577456,0.12849782407283783
MLP,0.7294648076556631,0.7453970014091991,0.12910552322864532
MLP,0.728492670212869,0.7456956400999722,0.12972937524318695
